year;county;uniID;statement_headline;statement_german;statement_english;SPD;CDU_CSU;Greens;FDP;AfD;Left;SPD_rationale;CDU_CSU_rationale;Greens_rationale;FDP_rationale;AfD_rationale;Left_rationale
2022;NW;G21;Einbeziehung von Kindern und Jugendlichen;In allen Kommunen sollen Kinder und Jugendliche verpflichtend bei Entscheidungen, die sie betreffen, einbezogen werden.;In all municipalities, children and adolescents are to be involved in decisions that affect them.;1;2;1;1;0.0;1;Damit Kinder und Jugendliche gut vorbereitet und muendig ihre Wahlentscheidung schon mit 16 Jahren treffen koennen, wollen wir ihre Beteiligung in den Kommunen zur Pflicht machen. Dabei legen wir keine bestimmte Form der Beteiligung fest, sondern ermuntern zum Erproben vielfaeltiger Formen und Verfahren der Kinder- und Jugendbeteiligung im ganzen Land. Um demokratisch teilhaben zu koennen, braucht es altersgerechte Mitsprache von Anfang an.;Wir verstaerken die Teilhabe und die Beteiligung der Menschen am politischen Gemeinwesen, darunter faellt auch die Einbindung von Kinder und Jugendlichen, wenn es um ihre Interessen geht. Wir werden daher einen differenzierten Aktionsplan ,,Jugendbeteiligung in Nordrhein-Westfalen erarbeiten und umsetzen.;Kinderrechte sind in der Landesverfassung verankert und muessen gelebt werden. Mit einem verbindlichen JugendCheck werden wir die Gesetzesentwuerfe daraufhin pruefen, wie sie das Leben von jungen Menschen beeinflussen. Auch auf kommunaler Ebene werden wir der Jugend ein verbindliches Mitspracherecht garantieren. Dazu werden wir den Gemeinden per Gesetz verbindlich vorschreiben, fuer die Interessen von Jugendlichen besondere Vertretungen oder Beauftragte zu bestellen.;Wir wollen Kinder und Jugendliche staerker in politische Entscheidungen einbinden. Kinder und Jugendliche sollen das verbindliche Recht erhalten, an Planungen und Vorhaben mitzuwirken, die deren Interessen beruehren. Wir erwarten von allen Kommunen, dass sie Strukturen der dauerhaften und verbindlichen Beteiligung von Kindern und Jugendlichen etablieren, wie sie insbesondere auch Kinder- und Jugendraete darstellen.;Derzeit sind noch nicht einmal alle Wahlberechtigten im Rahmen von Volksentscheiden ausreichend in die politische Willensbildung einbezogen. Wir sind gegen eine verpflichtende Einbeziehung von Kindern bei kommunalen Entscheidungen. Allerdings kann die Staerkung und Wertschaetzung von Jugendbeiraeten analog zu Senioren- und Migrantenbeiraeten dazu beitragen, dass die Entscheidungen der Kommunen weitaus staerker auf die Lage der Kinder und Jugendlichen Ruecksicht nehmen, als es bisher der Fall ist.;In der von Deutschland unterzeichneten UN-Kinderrechtskonvention vorgesehen, dass Kinder und Jugendliche in allen sie betreffenden Gerichts- und Verwaltungsverfahren anzuhoeren sind und dass ihre Meinung in allen sie betreffenden Angelegenheiten angemessen zu beruecksichtigen ist. Die Parteien im nordrhein-westfaelischen Landtag haben es aber bisher unterlassen, entsprechende Regelungen in alle betroffenen Gesetze des Landes aufzunehmen.Wir wollen das aendern.
2022;NW;G22;Entgeltfreier OePNV;Die Nutzung des oeffentlichen Personennahverkehrs in Nordrhein-Westfalen soll entgeltfrei sein.;The use of public transport in North Rhine-Westphalia is said to be free of charge.;0;0;0;0;0.0;1;Unser langfristiges Ziel ist ein durch eine Umlage solidarisch finanzierter, ticketloser OePNV fuer alle Buergerinnen und Buerger. Ein wichtiger Schritt auf diesem Weg ist das 365-Euro-Ticket. Fuer Schuelerinnen und Schueler werden wir aber ein kostenfreies Ticket einfuehren. Wir werden die Zuschuesse des Landes zum Sozialticket erhoehen. Die Kosten fuer das Azubiticket werden wir reduzieren und dem Niveau von Studierendentickets angleichen.;Jeder sollte individuell entscheiden koennen, welches Verkehrsmittel er oder sie nutzen moechte. Aus klima- und umweltpolitischen Gruenden ist der OePNV eine gute Wahl. Entscheidend fuer den Umstieg ist neben dem Preis ein leistungsfaehiges und attraktives Angebot. Dazu gehoeren die Einfuehrung eines 100-km-Seniorentickets fuer den OePNV fuer 30 Euro pro Monat und der Ausbau des OePNV mit einer Schienen- oder Schnellbusanbindung fuer jede Kommune ab 20.000 Einwohnern.;Wir wollen, dass der OePNV ausgebaut wird und mehr Menschen auch im laendlichen Raum ohne Auto mobil sein koennen. Dies geht aber nur, wenn dafuer genug Geld zur Verfuegung steht, deshalb koennen wir nicht auf die Ticketeinnahmen vollstaendig verzichten. Aber der OePNV soll fuer Menschen mit keinem oder nur geringem Einkommen bezahlbar sein und fuer Schueler*innen und junge Menschen bis 18 Jahre kostenlos werden. Das Azubiticket wollen wir dem Semesterticket angleichen und auch dieses preiswerter machen.;Statt durch einen entgeltfreien OePNV die Kosten auf die Steuerzahler zu verlagern, sollte in den Ausbau des OePNV investiert werden. Wir wollen diesen neu aufstellen und Chancen eines vereinheitlichten Tarifsystems fuer Pendler und Gelegenheitsfahrer nutzen. Huerden fuer OePNV-Nutzung wollen wir durch einfachere, digitale Registrierungs- und Abrechnungssysteme reduzieren. Mit dem Sozial-Ticket sowie Tickets fuer Schueler, Studierende und Azubis werden bereits verguenstigte Fahrmoeglichkeiten angeboten.;Ein entgeltfreier OePNV ist nicht kostenlos. Die Milliarden Euro Mindereinnahmen muessten durch die Buerger ueber ihre Steuern finanziert werden. Zudem sind schon heute in vielen Staedten Busse und Bahnen in Stoßzeiten an ihrer Kapazitaetsgrenze. Damit der OePNV attraktiver wird, sollte an den Aspekten Sauberkeit, Sicherheit, Puenktlichkeit und Taktfrequenz gearbeitet werden. Nutzergruppen wie Schueler oder Schwerbehinderte sollen hingegen weiterhin von einer Entgeltzahlung fuer den OePNV befreit bleiben.;Sozial gerecht ist eine klimaneutrale Verkehrswende nur, wenn sie fuer alle erschwinglich ist. Deshalb setzen wir uns dafuer ein, dass der OePNV fuer alle Nutzer:innen kostenfrei wird. Zur Finanzierung muessen erhebliche Landes- und Bundesmittel bereitgestellt werden. Erste Schritte auf Landesebene sind die Umwidmung von Finanzmitteln weg vom Straßenneubau und der unsinnigen Subventionierung defizitaerer Regionalflughaefen hin zum oeffentlichen Verkehr.
2022;NW;G23;Migranten im Polizeidienst;Im Polizeidienst in Nordrhein-Westfalen sollen mehr Menschen mit Migrationshintergrund arbeiten.;More people with a migration background are said to work in the police service in North Rhine-Westphalia.;1;1;1;1;0.0;1;Der oeffentliche Dienst muss unsere offene und plurale Gesellschaft angemessen repraesentieren. Ueberall dort, wo das Ziel noch besser erreicht werden kann, treiben wir entsprechende diskriminierungsfreie Bewerbungs-, Zugangs- und Foerderverfahren voran.;Wir werden eine Einstellungskampagne starten, um Seiteneinsteigerinnen und -einsteiger und auch Spezialistinnen und Spezialisten fuer die Polizei zu gewinnen. Mit und ohne Migrationshintergrund. Wir wollen die Kriminalpolizei noch attraktiver fuer den Nachwuchs machen. Junge Menschen mit und ohne Einwanderungsgeschichte sollen angeworben und beschleunigt in die Kommissariate gebracht werden.;Wie im gesamten oeffentlichen Dienst soll auch in der Polizei die Vielfalt der Gesellschaft abgebildet sein. In den letzten Einstellungsjahrgaengen lag der Anteil von Menschen mit einer Migrationsgeschichte bei mehr als zehn Prozent. Wir wollen mit gezielter Ansprache den Anteil weiter erhoehen, damit er dem Anteil an der Gesamtbevoelkerung entspricht.;Viele Menschen mit Einwanderungsgeschichte haben sich in unsere Gesellschaft integriert und tragen ihren Anteil an der erfolgreichen Entwicklung unseres Landes. Dazu gehoeren auch die Polizistinnen und Polizisten mit Einwanderungsgeschichte. Mehr als jeder achte angehende Polizeibeamte in NRW hat auslaendische Wurzeln. Wir stehen fest an der Seite unserer Polizeibeamtinnen und Polizeibeamten, egal woher sie kommen. Fuer uns zaehlt nicht Herkunft, sondern Haltung zu unserem Rechtsstaat.;Jeder Deutsche muss bei gleicher Qualifikation die gleiche Chance auf eine Beschaeftigung im oeffentlichen Dienst haben. Die urspruengliche Ethnie darf dabei keine Rolle spielen. Wir lehnen jede Form der Quotierung, auch Migrantenquoten, kategorisch ab. Fuer uns zaehlen in diesem Zusammenhang die deutsche Staatsbuergerschaft und die intellektuelle und koerperliche Eignung der Polizeianwaerter, die bereit sein muessen, in ihrem taeglichen Dienst Leib und Leben fuer die Sicherheit unseres Landes zu riskieren;Generell wollen wir Diversitaet in allen Bereichen der Arbeitswelt foerdern. Das bedeutet auch, dass wir die Foerderung von Frauen und von Menschen mit Einwanderungsgeschichte im Polizeidienst unterstuetzen.
2022;NW;G24;Reduzierung der Hoerfunk-Programme;Der WDR soll die Anzahl seiner Hoerfunk-Programme reduzieren.;The WDR should reduce the number of its Hoerfunk programs.;0;2;0;1;1.0;0;Wir stehen zu einem WDR mit Vollprogramm. Die verschiedenen Hoerfunk-Programme erreichen unterschiedliche Zielgruppen in der Bevoelkerung und sind wichtiger Bestandteil eines starken oeffentlich-rechtlichen Rundfunks.;Der oeffentlich-rechtliche Rundfunk nimmt bei der vielfaeltigen, umfassenden und objektiven Informationsvermittlung an die Zuhoererinnen und Zuhoerer eine wichtige Rolle ein. Gerade in dieser schnelllebigen Zeit, in der Informationen auf den unterschiedlichsten Kanaelen verbreitet werden, bedarf es einer politisch und wirtschaftlich unabhaengigen Grundversorgung. Diese muss den aktuellen Gegebenheiten entsprechen.;Unsere Demokratie lebt davon, dass wir uns eine Meinung bilden und demokratisch um den besten Weg streiten koennen. Der WDR unterstuetzt dies mit seinen unterschiedlichen Programmen. Wir unterstuetzen den Oeffentlich-Rechtlichen Rundfunk dabei, jene Zielgruppen zu erreichen, bei denen er sich bisher schwertut, also etwa Jugendliche oder Menschen mit Migrationsgeschichte.;Wir setzen uns fuer eine grundlegende Reform des OeRR und fuer ein schlankes, modernes und informatives Rundfunkangebot ein. Ziel ist ein Rundfunk, der Mittel effizient einsetzt, um dem Informationsauftrag nachzukommen. Dafuer muessen Strukturen erheblich entschlackt und Doppelstrukturen vermieden werden. Die Zahl der Fernseh- und Hoerfunkkanaele wollen wir auf wenige Sender mit klarem Profil beschraenken. Die Ueberpruefung der Strukturen des OeRR wird sich daempfend auf die Beitragshoehe auswirken.;In seiner jetzigen Form ist der oeffentlich-rechtliche Rundfunk nicht mehr zeitgemaeß. Er muss grundlegend reformiert, verschlankt und entideologisiert werden. Der NRW-Landessender WDR ist die zweitgroeßte Sendeanstalt Europas. Wir setzen uns vehement fuer eine nachhaltige Strukturreform des oeffentlich-rechtlichen Rundfunks ein, dessen Aufgabe allein eine gebuehrenfreie Grundversorgung mit Informations-, Kultur- und Regionalprogrammen sein soll. Dieser ,,Grundfunk soll gebuehrenfrei sein.;Als LINKE befuerworten wir eine Vielfalt der Angebote des oeffentlich-rechtlichen Rundfunks.
2022;NW;G25;Betrieb von Regionalflughaefen;Das Land soll sich fuer den weiteren Betrieb von Regionalflughaefen in Nordrhein-Westfalen einsetzen.;The country should work for the further operation of regional airfare in North Rhine-Westphalia.;0;1;0;1;1.0;2;Das dezentrale System von Flughaefen in NRW hat sich bewaehrt. Allerdings sind Flughaefen wirtschaftlich selbstaendige Unternehmen. Sie werden vom Land nicht subventioniert. Eine Quersubventionierung, etwa ueber Kommunen, ist nach EU-Recht ab 2024 ohnehin nicht mehr zulaessig. Insofern ist die Wirtschaftlichkeit das entscheidende Kriterium fuer den Betrieb von Flughaefen.;Am Konzept der dezentralen Flughafeninfrastruktur wollen wir festhalten. In die Nutzungskonzepte werden wir die neuen Entwicklungen wie Flugtaxen und Elektroflugzeuge einbeziehen.;An keinem Regionalflughafen in NRW ist ein weiterer Ausbau verkehrspolitisch erforderlich und klimapolitisch vertretbar. Weder von Seiten des Landes noch der Kommunen soll es zukuenftig oeffentliche Zuschuesse dafuer geben. Inlands- und Kurzstreckenfluege machen wir durch attraktive Alternativen mit Bus und Bahn so schnell wie moeglich ueberfluessig.;Die dezentrale Luftverkehrsstruktur des Landes wollen wir durch Rahmenbedingungen, die einen wirtschaftlichen Betrieb der Regionalflughaefen ermoeglichen, erhalten. Wettbewerbsverzerrungen zum Nachteil einiger Regionalflughaefen wie bei der Berechnung der Luftsicherungskosten muessen dauerhaft beendet werden. Wir wollen, dass kuenftig Entlastungen durch Bund und Land gleichermaßen und fair fuer alle Verkehrsflughaefen in Nordrhein-Westfalen umgesetzt werden.;Die wachsende Nachfrage nach Mobilitaet durch Luftverkehr wird auch nach Corona weiterwachsen, sodass unser dezentrales Flughafensystem mit unseren Regionalflughaefen eine unverzichtbare Existenz darstellen. Fuer die wirtschaftliche Entwicklung des Luftverkehrs in NRW ist es entscheidend, die dezentralen Regionalflughaefen zu staerken und Absaugeffekte durch angrenzende Bundes- und europaeische Nachbarlaender zu verhindern.;Der Flugverkehr belastet das Klima und die anwohnenden Menschen in besonders hohem Maße. Er muss deutlich reduziert werden. Hier ist vor allem bei den Kurzstreckenfluegen anzusetzen. NRW muss sich dafuer einsetzen, diese bundesweit abzuschaffen. Subventionen fuer Regionalflughaefen sollen beendet werden und stattdessen in den oeffentlichen Personennahverkehr fließen. Den Mitarbeitenden der Regionalflughaefen wollen wir Ersatzarbeitsplaetze im OePNV anbieten.
2022;NW;G26;Forschung fuer militaerische Zwecke;An den Hochschulen des Landes soll weiterhin fuer militaerische Zwecke geforscht werden duerfen.;At the universities of the country should continue to be researched for military purposes.;2;1;0;1;1.0;0;Wir stehen zu der gesellschaftlichen Verantwortung unserer staatlichen Hochschulen fuer die Entwicklung einer friedfertigen, demokratischen und nachhaltigen Gesellschaft - dies ist aus unserer Sicht eine Selbstverstaendlichkeit, welche die Hochschulen in ihren Forschungsaktivitaeten nicht einschraenkt. An allen Hochschulen sind in den Grundordnungen sog. Zivilklauseln verabschiedet worden. Das zeigt, dass eine verpflichtende Zivilklausel auf breite Akzeptanz stoeßt;Wir haben das Hochschulgesetz evaluiert und den Hochschulen wieder mehr Freiheiten gegeben. Sie koennen selbst entscheiden, ob sie die sog. ,,Zivilklausel beibehalten. Wir staerken die Friedens- und Konfliktforschung, bspw. indem wir das Bonn International Centre for Conflict Studies ausbauen.;Wir wollen, dass oeffentlich gefoerderte Forschung an den Hochschulen in NRW transparent ist und dem Frieden dient. Daher wollen wir die sogenannte ,,Zivilklausel im Hochschulgesetz wieder einfuehren.;Wir setzen auf Hochschulautonomie und Eigenverantwortung der Lehrenden und Lernenden. Fuer uns sind Hochschulautonomie und vorgeschriebene Kooperationsverbote unvereinbar - zumal wenn Forschungsergebnisse sowohl zu zivilen als auch militaerischen Zwecken genutzt werden . Vor diesem Hintergrund war es richtig, dass wir in Regierungsverantwortung das zuvor fuer die Hochschulen bestehende Verbot zu militaerischer Forschung abgeschafft haben.;Die Freiheit der Universitaeten und Hochschulen ist auch in dieser Sache nicht verhandelbar. Alle haben sich bestimmten ethischen Grundsaetzen verpflichtet, die in den Universitaets- und Hochschulverfassungen niedergelegt sind. Einschraenkungen in diesem Bereich durch strikte Verbote wuerden unter Umstaenden auch die Grundlagenforschung betreffen, die immer wieder auch militaerisch Verwertbares als Nebenprodukt hervorbringt.;Wir wollen Forschung fuer Frieden statt fuer Krieg und Ruestungsindustrie: Wir fordern die Verankerung von belastbaren Zivilklauseln im Hochschulgesetz NRW, an allen Hochschulen und wissenschaftlichen Einrichtungen. Die Friedensforschung soll besonders gefoerdert werden.
2022;NW;G27;Arbeitsplaetze fuer Langzeitarbeitslose;Nordrhein-Westfalen soll mehr oeffentlich gefoerderte Arbeitsplaetze fuer Langzeitarbeitslose schaffen.;North Rhine-Westphalia is said to create more publicly fed work plan networks for long-term unemployed.;1;2;1;0;0.0;1;In den besonders vom Strukturwandel und hoher Arbeitslosigkeit betroffenen Regionen Nordrhein-Westfalens muessen wir weitere Perspektiven schaffen. Wir werden deshalb mit einem eigenen Landesprogramm den Sozialen Arbeitsmarkt staerken.;Ziel unserer Politik ist eine Beschaeftigung auf dem ersten Arbeitsmarkt fuer moeglichst viele langzeitarbeitslose Menschen. Deshalb wollen wir verstaerkt gerade junge langzeitarbeitslose Menschen ins Arbeitsleben integrieren, bspw. ueber nachholende Qualifikationen. Dafuer werden wir die bewaehrten Projekte zur Integration von Langzeitarbeitslosen wie Beratungsstellen Arbeit, Initiative Wiedereinstieg oder Teilhabechancengesetz NRW mit Projekten oeffentlich gefoerderter Beschaeftigung, weiterentwickeln.;Wir unterstuetzen Menschen die bisher nur geringe Einstiegschancen in den ersten Arbeitsmarkt haben ueber den Sozialen Arbeitsmarkt. Dafuer wollen wir Kommunen staerken, niedrigschwellige und wohnortsnahe Projekte mit gefoerderten Arbeitsplaetzen zu starten. Um die Betroffenen in ihren Lebenssituationen zu stabilisieren, setzen wir auf die Staerkung einer staatlich unabhaengigen Beratungsstruktur. Die Arbeit der Arbeitslosenzentren und Erwerbslosenberatungsstellen werden wir weiter finanzieren.;Wir setzen auf die mit dem Teilhabechancengesetz eingefuehrten Regelinstrumente, die neue Chancen fuer Langzeitarbeitslose auf dem allgemeinen und sozialen Arbeitsmarkt geschaffen haben. Wir wollen diese Instrumente entfristen. Eine darueber hinausgehende eigene Landesfoerderung halten wir nicht fuer sinnvoll.;Die Arbeitslosigkeit ist weiterhin zu hoch. Die heutigen Eingliederungsmaßnahmen gehen zu haeufig am Arbeitsmarkt vorbei. Es hat sich gezeigt, dass die Langzeitarbeitslosigkeit mit den verwendeten Maßnahmen kaum reduziert werden konnte. Haeufig haben Unternehmen die Subventionen als Zusatzeinnahmen genutzt und den Mitarbeiter nach dem Ende des Foerderzeitraums wieder entlassen. Wir fordern eine Qualifikation geeigneter Arbeitsloser, die den tatsaechlichen Arbeitsmarkterfordernissen entspricht.;48 % aller registrierten Erwerbslosen sind langzeiterwerbslos. 55 % aller aelteren Erwerbslosen ueber 55 Jahre beziehen Hartz IV. Mit einem groß angelegten Investitionsprogramm in den sozialoekologischen Umbau einerseits und in oeffentliche Beschaeftigung andererseits koennen das Angebot von Ausbildungsplaetzen erhoeht und Arbeitsplaetze geschaffen werden.
2022;NW;G28;Vermummung als Straftat;Die Vermummung bei Demonstrationen soll weiterhin als Straftat gelten.;The masking in demonstrations should continue to be considered a criminal offense.;0;1;0;1;1.0;0;Das Versammlungsgesetz der alten Landesregierung lehnen wir ab. Der Charakter des Versammlungsrechts als ,,Grundrechtsgewaehrleistungsrecht geht hier in großen Teilen verloren. Wir werden deshalb das bestehende Versammlungsgesetz durch ein Versammlungsfreiheitsgesetz ersetzen.;In Deutschland ist das Recht auf Versammlungsfreiheit im Grundgesetz verankert. Gleichwohl kann dieses Recht eingeschraenkt werden: Vermummungen sind laut § 17a VersG bei Versammlungen unter freiem Himmel verboten, da sie verhindern, die Identitaet von Teilnehmern festzustellen. Dies kann dann erforderlich werden, wenn sich Personen nicht an Regeln halten, und bspw. Waffen mit sich fuehren oder auf eine andere Art die Friedlichkeit einer Demonstration gefaehrden.;Der Schutz friedlicher Demonstrationen ist ein wichtiges Gut in unserem demokratischen Rechtsstaat. Verstoeße gegen das Versammlungsgesetz und Gewalt muessen natuerlich geahndet werden. Wir wollen im Gegensatz zu dem Gesetz von CDU und FDP ein modernes Gesetz, das je nach Schwere in Straftaten und Ordnungswidrigkeiten teilt. Verstoeße gegen das Vermummungsverbot sollen eine Ordnungswidrigkeit werden. Schleswig-Holstein und Berlin zeigen, dass dies zu keinen Problemen fuehrt.;Das neue Versammlungsgesetz hat auch das Vermummungsverbot mit den Anforderungen der Rechtsprechung in Einklang gebracht: Vermummungen sind verboten, wenn sie die eigene Identitaet ganz bewusst verschleiern sollen, um anonym Straftaten oder massive Stoerungen zu begehen.;In unserer freiheitlich-demokratischen Ordnung sind politisch motivierte Gewaltstraftaten keine zulaessigen Mittel der Auseinandersetzung. Wer politisch zweifelsfrei im Rahmen von Recht und Gesetz agiert, hat keinen Anlass, seine Identitaet zu verschleiern. Politisch motivierte Straftaeter, die Demonstrationen fuer die Anwendung von Gewalt missbrauchen, muessen konsequent bestraft werden. Die Taeter muessen fuer eine erfolgreiche Strafverfolgung identifizierbar sein.;Es ist nicht ganz klar, ab wann jemand als vermummt gilt, gegen den dann die Polizei einschreiten muss. Wir wollen unnoetige Auseinandersetzungen vermeiden. Die Polizei braucht mehr Flexibilitaet, damit sie nicht jedes Mal einschreitet, wenn jemand Schal und Sonnenbrille traegt. Zudem gehoeren zu Demonstrationen haeufig auch kreative Kleidung und Kostueme. Bei konsequentem Vermummungsverbot waere auch das Tragen medizinischer Masken nicht erlaubt.
2022;NW;G29;Stipendium fuer Medizinstudierende;Medizinstudierende, die sich verpflichten spaeter als Landaerztinnen oder Landaerzte zu arbeiten, sollen ein Stipendium vom Land erhalten.;Medical students who are in commit to work as farms should receive a scholarship from the country.;1;1;0;1;1.0;2;Wir wollen mehr Hausaerztinnen und Hausaerzte fuer die laendlichen Bereiche Nordrhein-Westfalens und fuer die Stadtteile, in denen wenig Privatversicherte zu erwarten sind, finden. Dazu werden wir Anreizsysteme schaffen - durch Studienstipendien, Praxiskredite und mehr Studienplaetze fuer Medizin.;Wir bekaempfen den Aerztemangel im laendlichen Raum mit einer Landarztquote. Wir foerdern damit Bewerber, die sich nach dem Studium zu einer Taetigkeit als Landarzt verpflichten, mit einer Studienplatz-Garantie. Fuer noch mehr Erfolg wollen wir die Medizinstudienplaetze, die ueber die Landarztquote vergeben werden, erhoehen.;Die Landarztquote loest das generelle Problem des Aerztemangels nicht. Sinnvoller waere, dass Universitaeten oefter mit Krankenhaeusern im laendlichen Raum kooperieren. Wenn Studierende bereits einen großen Teil ihres Studiums dort verbringen, werden sie nach ihrem Abschluss auch haeufiger freiwillig in Krankenhaeusern im laendlichen Raum arbeiten oder sich dort mit einer Praxis niederlassen - zumindest, wenn die Bedingungen der oeffentlichen Infrastruktur stimmen.;Mit der seit dem Wintersemester 2019/20 eingefuehrten Landarztquote fuer das Medizinstudium sichern wir die medizinische Versorgung im laendlichen Raum. Die Zahl der Bewerbungen in den bisherigen Aufrufen betraegt rund das sechsfache der im Rahmen der Quote zur Verfuegung stehenden Studienplaetze. Weiteren Maßnahmen stehen wir grundsaetzlich offen gegenueber.;Neben der Foerderung von Medizinstudenten, die sich nach dem Studium fuer einen gewissen Zeitraum zu einer Berufstaetigkeit in strukturschwachen Gebieten verpflichten, um eine flaechendeckende Sicherung der Gesundheitsvorsorge sicherzustellen, gehoert auch die Bereitstellung von guenstigen Studiendarlehen fuer Medizinstudenten, die mit einer - auch anteiligen - Berufstaetigkeit in unterversorgten Landkreisen sukzessiv erlassen werden, um die aerztliche Versorgung im laendlichen Raum zu gewaehrleisten.;Wir fordern eine Studienfinanzierung fuer alle. Das BAfoeG muss an die Lebenswirklichkeit angepasst werden und die Ausbildung umfassend finanzieren. Wir setzen uns fuer ein rueckzahlungsfreies, elternunabhaengiges und bedarfsgerechtes BAfoeG ein. Der BAfoeG-Foerdersatz muss regelmaeßig und automatisch an die tatsaechlichen und steigenden Lebenshaltungs- und Wohnkosten angepasst werden. Wir wollen die Altersgrenzen beim BAfoeG abschaffen und die Bezugsdauer an die reale Studiendauer anpassen.
2022;NW;G30;Deutschkurse fuer Zugewanderte;Alle Zugewanderten sollen Zugang zu gebuehrenfreien Deutschkursen haben.;All immigrants are said to have access to beers -free German courses.;1;1;1;1;0.0;1;Sprach-, Integrations- und Orientierungskurse muessen allen Zugewanderten zur Verfuegung stehen. Wir werden ein Landesprogramm aufstellen, um Sprachkurse fuer alle zu ermoeglichen. Die Kurse sollen fuer alle Zugewanderten geoeffnet und erweitert werden.;Nordrhein-Westfalen ist Zuwanderungs- und Integrationsland. Die deutsche Sprache ist und bleibt der Schluessel fuer gelingende Integration und gutes gesellschaftliches Zusammenleben. Alle, die Hilfe brauchen beim Spracherwerb, sollen diese Hilfe auch bekommen. Kostenlose Deutschkurse sind dabei ein wichtiges Instrument.;Wir wollen gesellschaftliche Teilhabe fuer Alle von Anfang an. Sprache ist der Schluessel zur Integration, die wir von Beginn an foerdern muessen. Deshalb setzen wir uns fuer Deutschkurse fuer alle Zugewanderten ein, damit alle dieselben Chancen auf Teilhabe bekommen.;Fuer eine moeglichst rasche Integration wollen wir fuer alle Menschen, die nach Deutschland kommen, Integrationskurse anbieten. Damit schaffen wir Wertevermittlung und Sprachfoerderung von Anfang an. Kinder und Jugendliche sollen kurz nach ihrer Ankunft Zugang zu Bildung bekommen. Deswegen richten wir schulnahe Angebote in den Landeseinrichtungen ein.;Nein, nicht ,,alle. Groeßte Bedeutung hat die Foerderung des Spracherwerbs fuer qualifizierte Zuwanderer und deren Familien, da hier von einem dauerhaften Verbleib auszugehen ist. Asylberechtigte sind in den Arbeitsmarkt zu integrieren, wobei Deutschkenntnisse von großer Bedeutung sind. Illegale Zuwanderer muessen dagegen konsequent abgeschoben werden und duerfen nicht die wertvollen Ressourcen fuer Menschen mit einer Bleibeperspektive blockieren.;Der freie Zugang zu Bildung, Gesundheit und Erwerbsarbeit sind elementare Voraussetzung fuer die Integration und das Zusammenlebe in unserer Einwanderungsgesellschaft. Hier gibt es noch viel zu tun.Besonders das vernachlaessigte Bildungswesen in NRW braucht dringend mehr und bessere Gebaeude und mehr Personal. DIE LINKE will massiv in die Bildung investieren.
2022;NW;G31;Formulierungen in Veroeffentlichungen;In allen Veroeffentlichungen des Landes sollen Formulierungen genutzt werden, die neben maennlichen und weiblichen auch weitere Geschlechter abbilden.;In all the countrys verifying, formulations are to be used that, in addition to male and female, also map other genders.;1;0;1;2;0.0;2;Sprache ist Macht und ein Spiegel der Gesellschaft. Wir werden deshalb auf eine geschlechtergerechte und geschlechterneutrale Sprache im Land und in den Kommunen achten.;Unsere Sprache soll Frauen und Maenner gleichermaßen ansprechen. Keiner und keine soll Nachteile erfahren, wenn er oder sie gendert. Fest steht aber auch: Die CDU ist keine Verbotspartei. Daher wird es mit uns keinen staatlichen verordneten Sprachzwang geben.;Als Konsequenz aus dem Urteil zum Dritten Geschlecht haben oeffentliche Institutionen in der Sprachverwendung eine Vorbildfunktion, denn Sprache schafft Bewusstsein. Ein ,,Mit-meinen reicht aus wissenschaftlicher Sicht nicht aus, um die geschlechtliche Vielfalt unserer Gesellschaft sprachlich tatsaechlich abzubilden. Als Partei haben wir mit der Verwendung von geschlechtergerechter Sprache positive Erfahrungen gesammelt. Sie wirkt der Unsichtbarmachung geschlechtlicher Vielfalt effektiv entgegen.;Eine pluralistische Gesellschaft muss sich auch in der Sprache widerspiegeln und dazu beitragen, Rollenklischees kritisch zu hinterfragen und in der Kommunikation aktiv davon abzuruecken. Die in § 4 Landesgleichstellungsgesetz NRW festgeschrieben Formulierung ,,In Vordrucken sind geschlechtsneutrale Personenbezeichnungen zu verwenden ist daher angemessen. Weitere Verpflichtungen fuer Veroeffentlichungen des Landes lehnen wir ab.;Dass die beiden sexuellen Geschlechter lediglich gesellschaftliche Konstrukte und nicht biologisch festgelegt seien, ist selbst eine kuehne Konstruktion, die durch die Wirklichkeit widerlegt wird. Die unterschiedlichen Ausformungen sexueller Lebensformen innerhalb der beiden sexuellen Geschlechter widerlegen nicht die biologische Dualitaet. Die Sprache bildet die biologische Wirklichkeit ab, wobei das Genus nur in wenigen Faellen das sexuelle Geschlecht ausdrueckt.;DIE LINKE steht fuer gleiche Rechte fuer alle Menschen, unabhaengig von Geschlecht und sexueller Orientierung. Sie unterstuetzt die Verwendung von geschlechtergerechter Sprache. Jedoch sind Sonderschreibweisen mit Satz- und Sonderzeichen bzw. Großschreibungen in der Mitte des Wortes umstritten und haben Nachteile bzgl. der Verstaendlichkeit. Bei staatlichen Schreiben und Veroeffentlichungen sind breite Akzeptanz und Verstaendlichkeit wichtig.Ein zielgruppenspezifischer Umgang damit ist notwendig.
